,Unnamed: 0,instrument,avg_score,pos_ratio,real_label,error,abs_error,code,name,datetime,n1close,n2high
0,0,SH603993,0.1188584223749455,0.75,-0.008375943,0.12723436508200725,0.12723436508200725,SH603993,洛阳钼业,2026-04-08,2.7983255,2.8436515
1,1,SZ000630,0.090707110871562,0.6875,-0.0016192198,0.09232633065153026,0.09232633065153026,,,2026-04-08,22.7417,23.115444
2,2,SH603799,0.0849672467730723,0.75,0.032446623,0.052520623924561555,0.052520623924561555,SH603799,华友钴业,2026-04-08,8.2543745,8.638815
3,3,SH688396,0.0784597320624466,0.75,-0.007773578,0.08623331022940826,0.08623331022940826,SH688396,华润微,2026-04-08,0.02879483,0.029358558
4,4,SH600362,0.0768616370719287,0.8125,-0.0032815337,0.08014317079003783,0.08014317079003783,SH600362,江西铜业,2026-04-08,7.0711803,7.1707597
5,5,SZ301236,0.0654014055443643,0.9375,0.0064530373,0.05894836828240141,0.05894836828240141,,,2026-04-08,0.05518366,0.05642613
6,6,SH600887,0.064857468641388,0.9375,0.00076186657,0.06409560207186896,0.06409560207186896,SH600887,伊利股份,2026-04-08,74.78157,75.81168
7,7,SH601166,0.0619792246610921,1.0,-0.0037822723,0.06576149699995928,0.06576149699995928,SH601166,兴业银行,2026-04-08,1.28417,1.2875733
8,8,SH600893,0.0618081456131488,0.8125,0.038774014,0.023034132093861688,0.023034132093861688,SH600893,航发动力,2026-04-08,6.3968725,6.725079
9,9,SH601816,0.0583420314298765,0.875,-0.00927639,0.06761842150556009,0.06761842150556009,SH601816,京沪高铁,2026-04-08,0.12702805,0.1272133
10,10,SH600115,0.0549063324135064,0.5625,-0.034428835,0.08933516732866753,0.08933516732866753,SH600115,中国东航,2026-04-08,0.5563588,0.57117033
11,11,SH601998,0.0530372265412094,1.0,-0.0035461187,0.056583345277476486,0.056583345277476486,SH601998,中信银行,2026-04-08,0.26875255,0.2701085
12,12,SH601607,0.050742538607948,0.75,0.0041099787,0.046632559932105716,0.046632559932105716,SH601607,上海医药,2026-04-08,1.1081196,1.1185254
13,13,SZ002601,0.0506827608944752,0.9375,0.0056802034,0.04500255745667003,0.04500255745667003,,,2026-04-08,0.23230718,0.23718762
14,14,SH600219,0.0501127669744,0.6875,-0.0127494335,0.06286220049185606,0.06286220049185606,SH600219,南山铝业,2026-04-08,3.2892513,3.3094575
15,15,SZ002493,0.0494133096084846,0.6875,-0.00075882673,0.0501721363411201,0.0501721363411201,,,2026-04-08,0.77217174,0.7777148
